agency_id,agency_name,grade,score,checked,expiry_status,days_until_expiry,needs_attention,attention_reason,top_fix,shapes_txt_status
city-of-tracy-tracer,City of Tracy (TRACER),F,14.6,2026-07-05,stale,-1435,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
auburn-transit,Auburn Transit,F,17.5,2026-07-05,stale,-1373,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
ridgerunner,Ridgerunner,F,19.5,2026-07-05,stale,-1647,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
sunline-transit-agency,SunLine Transit Agency,F,20.3,2026-07-05,lapsed,-186,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
norwalk-transit-system-nts,Norwalk Transit System (NTS),F,22.7,2026-07-05,stale,-1281,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
gtrans,GTrans,F,23.0,2026-07-05,stale,-1038,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
redding-area-bus-authority-raba,Redding Area Bus Authority (RABA),F,26.4,2026-07-05,stale,-1008,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
south-county-transit-link,South County Transit Link,F,30.0,2026-07-05,stale,-1647,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
modesto-area-express,Modesto Area Express,F,31.6,2026-07-05,stale,-856,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
compton-renaissance,Compton Renaissance,F,32.4,2026-07-05,stale,-1282,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
glenn-transit-service,Glenn Transit Service,F,33.5,2026-07-05,stale,-1342,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
santa-maria-area-transit,Santa Maria Area Transit,F,33.6,2026-07-05,stale,-1708,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
porterville-transit,Porterville Transit,F,36.5,2026-07-05,stale,-1008,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
baldwin-park-transit,Baldwin Park Transit,F,39.1,2026-07-05,stale,-1647,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
cudahy-area-rapid-transit,Cudahy Area Rapid Transit,F,41.7,2026-07-05,stale,-1647,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
arvin-transit,Arvin Transit,F,42.3,2026-07-05,stale,-1647,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
kings-area-rural-transit,Kings Area Rural Transit,F,42.4,2026-07-05,stale,-2011,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
carson-circuit,Carson Circuit,F,42.7,2026-07-05,stale,-1830,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
stanislaus-regional-transit-authority-stanrta,Stanislaus Regional Transit Authority (StanRTA),F,42.7,2026-07-05,stale,-856,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
el-segundo-transportation,El Segundo Transportation,F,43.8,2026-07-05,stale,-1647,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
la-puente-link,La Puente LINK,F,43.8,2026-07-05,stale,-1647,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
stanislaus-regional-transit-authority,Stanislaus Regional Transit Authority,F,44.4,2026-07-05,lapsed,-34,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
san-leandro-links,San Leandro Links,F,44.5,2026-07-05,stale,-1647,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
arcadia-transit,Arcadia Transit,F,44.7,2026-07-05,stale,-1647,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
city-of-bell-la-campana,City of Bell (La Campana),F,44.7,2026-07-05,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
palos-verdes-peninsula-transit-authority-pvpta,Palos Verdes Peninsula Transit Authority (PVPTA),F,44.8,2026-07-05,expiring_soon,18,yes,Service window shortened unexpectedly on 2026-07-04,Re-export with a validity window that reaches at least 60 days out.,
university-of-california-berkeley-shuttle-bear-transit,University of California Berkeley Shuttle (Bear Transit),F,45.1,2026-07-05,stale,-1647,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
montebello-bus-lines,Montebello Bus Lines,F,46.4,2026-07-05,stale,-1830,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
san-juan-capistrano-free-weekend-trolley,San Juan Capistrano Free Weekend Trolley,F,46.4,2026-07-05,stale,-1674,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
duarte-transit,Duarte Transit,F,46.8,2026-07-05,stale,-2377,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
calabasas-transit-system,Calabasas Transit System,F,47.5,2026-07-05,stale,-1647,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
guadalupe-flyer,Guadalupe Flyer,F,47.5,2026-07-05,lapsed,-350,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
alhambra-community-transit,Alhambra Community Transit,F,47.6,2026-07-05,stale,-1647,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
catalina-flyer,Catalina Flyer,F,47.6,2026-07-05,stale,-1647,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
stanislaus-regional-transit-start,Stanislaus Regional Transit (StaRT),F,47.6,2026-07-05,stale,-2012,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
go-west-shuttle,Go West Shuttle,F,48.5,2026-07-05,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
sierra-madre-gateway-coach,Sierra Madre Gateway Coach,F,48.5,2026-07-05,stale,-1647,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
huntington-park-express-2648,Huntington Park Express,F,48.8,2026-07-05,lapsed,-35,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
sonoma-county-airport-express,Sonoma County Airport Express,F,49.4,2026-07-05,stale,-1282,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
san-benito-county-express-sbce,San Benito County Express (SBCE),F,50.4,2026-07-05,lapsed,-30,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
taft-area-transit,Taft Area Transit,F,51.1,2026-07-05,stale,-1647,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
tehama-rural-area-express-trax-susanville-indian-rancheria-public-transportation-program,"Tehama Rural Area Express (TRAX), Susanville Indian Rancheria Public Transportation Program",F,51.4,2026-07-05,lapsed,-65,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
el-monte-transit,El Monte Transit,F,51.7,2026-07-05,lapsed,-247,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
ridgecrest-transit,Ridgecrest Transit,F,52.3,2026-07-05,lapsed,-338,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
spirit-bus,Spirit Bus,F,52.3,2026-07-05,stale,-825,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
amtrak-san-joaquins,Amtrak San Joaquins,F,52.6,2026-07-05,lapsed,-5,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
trinity-transit,Trinity Transit,F,53.7,2026-07-05,lapsed,-179,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
yosemite-area-regional-transportation-system-yarts,Yosemite Area Regional Transportation System (YARTS),F,53.7,2026-07-05,lapsed,-278,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
relaxsan,reLAXsan,F,54.4,2026-07-05,lapsed,-83,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
emery-go-round,Emery Go-Round,F,54.6,2026-07-05,stale,-917,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
merced-county-transit-the-bus,Merced County Transit (The Bus),F,54.9,2026-07-05,lapsed,-62,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
redwood-coast-transit-rct,Redwood Coast Transit (RCT),F,55.5,2026-07-05,lapsed,-43,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
avalon-transit,Avalon Transit,F,56.4,2026-07-05,stale,-826,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
thousand-oaks-transit-kanan-shuttle,Thousand Oaks Transit - Kanan Shuttle,F,56.6,2026-07-05,lapsed,-91,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
rosemead-explorer-3098,Rosemead Explorer,F,56.8,2026-07-05,expiring_soon,29,yes,Service data expires in 29 day(s),Re-export with a validity window that reaches at least 60 days out.,
redding-area-bus-authority,Redding Area Bus Authority,F,56.9,2026-07-05,lapsed,-41,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
city-coach,City Coach,F,57.0,2026-07-05,lapsed,-5,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
culver-city-bus,Culver City Bus,F,58.2,2026-07-05,expiring_soon,7,yes,Service data expires in 7 day(s),Re-export with a validity window that reaches at least 60 days out.,
clovis-transit,Clovis Transit,F,59.8,2026-07-05,lapsed,-30,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
city-of-madera,City of Madera,D,60.3,2026-07-05,expiring_soon,27,yes,Service data expires in 27 day(s),Re-export with a validity window that reaches at least 60 days out.,
capitol-corridor-joint-powers-authority-capitol-corridor,Capitol Corridor Joint Powers Authority (Capitol Corridor),D,61.1,2026-07-05,stale,-1101,yes,Service window shortened unexpectedly on 2026-06-19,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
nevada-county-connects-gold-country-stage,Nevada County Connects (Gold Country Stage),D,61.4,2026-07-05,lapsed,-155,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",
glendora-transportation-division-3097,Glendora Transportation Division,D,66.4,2026-07-05,expiring_soon,26,yes,Service data expires in 26 day(s),Re-export with a validity window that reaches at least 60 days out.,
blossom-express,Blossom Express,D,68.6,2026-07-05,expiring_soon,28,yes,Service data expires in 28 day(s),Re-export with a validity window that reaches at least 60 days out.,
city-of-tracy,City of Tracy,C,72.6,2026-07-05,current,180,yes,Score changed sharply on 2026-06-24,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
city-of-banning-transit,City of Banning Transit,C,77.4,2026-07-05,expiring_soon,27,yes,Service data expires in 27 day(s),Re-export with a validity window that reaches at least 60 days out.,
mendocino-transit-authority,Mendocino Transit Authority,B,80.1,2026-07-05,current,57,yes,Service data expires in 57 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
amador-transit,Amador Transit,B,80.5,2026-07-05,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
mountain-transit,Mountain Transit,B,80.6,2026-07-05,current,180,yes,Score changed sharply on 2026-06-29,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
calaveras-transit,Calaveras Transit,B,80.7,2026-07-05,current,178,yes,Score changed sharply on 2026-06-29,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
bellflower-bus-3095,Bellflower Bus,B,81.0,2026-07-05,current,57,yes,Service data expires in 57 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
plumas-transit,Plumas Transit,B,81.1,2026-07-05,current,58,yes,Service data expires in 58 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
laguna-beach-transit-lbt,Laguna Beach Transit (LBT),B,81.9,2026-07-05,current,171,yes,Score changed sharply on 2026-06-25,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
devils-postpile-national-monument,Reds Meadow Shuttle,B,85.6,2026-07-05,current,179,yes,Score changed sharply on 2026-06-25,"Add fare_attributes.txt (or Fares v2 files) with your fare structure. If your service is fare-free, ask to have it marked fare-free instead.",
santa-barbara-metropolitan-transit-district-mtd,Santa Barbara Metropolitan Transit District (MTD),B,87.2,2026-07-05,current,42,yes,Service data expires in 42 day(s),Check the flagged stop times for transposed minutes.,
santa-clarita-transit,Santa Clarita Transit,F,26.2,2026-06-27,unknown,,no,,Add feed_start_date and feed_end_date to feed_info.txt and include calendar end dates in your export.,
los-angeles-department-of-transportation-ladot-dash-commuter-express,LADOT (DASH and Commuter Express),F,50.2,2026-07-05,current,544,no,,Review the rule documentation for 'duplicate_key' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,
burbankbus,BurbankBus,F,59.4,2026-07-05,current,26842,no,,Re-generate shape distances in your export; flag to your vendor if it persists.,
metrolink,Metrolink,D,67.1,2026-07-05,current,544,no,,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.,
roseville-transit,Roseville Transit,D,67.5,2026-07-05,current,179,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
beach-cities-transit-1999,Beach Cities Transit,D,68.1,2026-07-05,current,26842,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
thousand-oaks-transit,Thousand Oaks Transit,D,68.8,2026-07-05,current,343,no,,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.,
madera-county-transit,Madera County Transit,C,73.8,2026-07-05,current,180,no,,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.,
tulare-county-area-transit-tcat,Tulare County Area Transit (TCAT),C,73.8,2026-07-05,current,88,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
grapeline,GrapeLine,C,75.5,2026-07-05,current,1091,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
move-stanislaus,Move Stanislaus,C,75.7,2026-07-05,current,88,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
tahoe-area-regional-transit-tart-north-lake-tahoe-express,Placer County,C,75.8,2026-07-05,current,64,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
morongo-basin-transit-authority,Morongo Basin Transit Authority,C,77.5,2026-07-05,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
humboldt-transit-authority,Humboldt Transit Authority,C,78.2,2026-07-05,current,179,no,,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.,
yuba-sutter-transit,Yuba-Sutter Transit,C,79.3,2026-07-05,current,179,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
manteca-transit,Manteca Transit,C,79.6,2026-07-05,current,149,no,,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default).",
lake-transit,Lake Transit Authority (LTA),C,79.8,2026-07-05,current,179,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
needles-area-transit,Needles Area Transit,B,80.2,2026-07-05,current,361,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
san-joaquin-regional-transit-district,San Joaquin Regional Transit District,B,80.2,2026-07-05,current,331,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
lassen-rural-bus-lrb,Lassen Rural Bus (LRB),B,80.5,2026-07-05,current,148,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
placer-county-transit,Placer County Transit,B,80.5,2026-07-05,current,88,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
turlock-transit,Turlock Transit,B,80.6,2026-07-05,current,178,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
unitrans,Unitrans (ASUCD / City of Davis),B,80.8,2026-07-05,current,79,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
palo-verde-valley-transit-agency-2190,Palo Verde Valley Transit Agency,B,81.0,2026-07-05,current,149,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
pasadena-transit,Pasadena Transit,B,81.7,2026-07-05,current,544,no,,Check the vehicle positions endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.,
san-luis-obispo-regional-transit-authority-slorta,San Luis Obispo Regional Transit Authority (SLORTA),B,81.7,2026-07-05,current,544,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
siskiyou-county,Siskiyou County,B,81.8,2026-07-05,current,1481,no,,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default).",
yolobus,Yolobus (Yolo County Transportation District),B,82.5,2026-07-05,current,64,no,,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default).",
lawndale-beat,Lawndale Beat,B,82.8,2026-07-05,current,119,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
kern-transit,Kern Transit,B,83.1,2026-07-05,current,175,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
commerce-municipal-bus-lines,Commerce Municipal Bus Lines,B,83.8,2026-07-05,current,1640,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
beaumont-transit,Beaumont Transit,B,84.0,2026-07-05,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
corona-cruiser,Corona Cruiser,B,84.0,2026-07-05,current,238,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
el-dorado-transit-agency,El Dorado County Transit Authority,B,84.1,2026-07-05,current,149,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
mountain-view-community-shuttle,Mountain View Community Shuttle,B,84.5,2026-07-05,current,294,no,,Add feed_info.txt with feed_start_date and feed_end_date to your export.,
eastern-sierra-transit,Eastern Sierra Transit,B,85.6,2026-07-05,current,179,no,,"Add fare_attributes.txt (or Fares v2 files) with your fare structure. If your service is fare-free, ask to have it marked fare-free instead.",
los-angeles-county-department-of-public-works-the-link-and-shuttles,Los Angeles County Department of Public Works (the LINK and shuttles),B,85.7,2026-07-05,current,119,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
sage-stage,Sage Stage,B,86.0,2026-07-05,current,178,no,,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default).",
city-of-san-luis-obispo-transit,City of San Luis Obispo Transit,B,86.4,2026-07-05,current,180,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
golden-empire-transit-district-get,Golden Empire Transit District (GET),B,87.3,2026-07-05,current,544,no,,"Use mixed case for stop names and headsigns (e.g. 'Main St & 2nd Ave', not 'MAIN ST & 2ND AVE').",
delano-area-rapid-transit,Delano Area Rapid Transit,B,87.5,2026-07-05,current,87,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
fcrta,Fresno County Rural Transit Agency (FCRTA),A,90.3,2026-07-05,current,179,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
the-santa-cruzer,The Santa Cruzer,A,92.0,2026-07-05,current,64,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
soltrans,SolTrans (Solano County Transit),A,94.1,2026-07-05,current,544,no,,Review the rule documentation for 'missing_feed_contact_email_and_url' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,
santa-ynez-valley-transit,Santa Ynez Valley Transit,A,96.5,2026-07-05,current,209,no,,Review the rule documentation for 'equal_shape_distance_same_coordinates' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,
etrans,eTrans,A,96.7,2026-07-05,current,149,no,,"Remove retired stops from the export, or add them back to the trips that should serve them.",
sonoma-marin-area-rail-transit-smart,Sonoma-Marin Area Rail Transit (SMART),A,98.9,2026-07-05,current,189,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
